Designator,Footprint,Quantity,Value,LCSC Part #
D1,D_DO-34_SOD68_P7.62mm_Horizontal,1,D,
J2,"TerminalBlock_Phoenix_PT-1,5-2-5.0-H_1x02_P5.00mm_Horizontal",1,relay,
J3,"TerminalBlock_Phoenix_PT-1,5-2-5.0-H_1x02_P5.00mm_Horizontal",1,PowerSource,
J1,"TerminalBlock_Phoenix_PT-1,5-2-5.0-H_1x02_P5.00mm_Horizontal",1,Solenoid,
